dog_id,tbp_anaplasma,tbp_mycoplasma,tbp_ecanis,tbp_bgibsoni,tbp_bvogeli,tbp_hcanis,tbp_infecnum,tbp_infstat,tbp_comb,sam_date,sam_country,sam_long,sam_lat,dog_clinic,sam_avrf,sam_popdensity,sam_popdensitygrp,sam_rainfall,sam_precipitation,sam_temp_min,sam_temp_max,sam_temp_av,sam_rh_night,sam_rh_day,sam_daysrain,sam_temp,dog_clinic_type,dog_province,dog_zone,dog_breedgrp,dog_breed,dog_age_mo,dog_agegrp,dog_sex,dog_neuterstat,hx_exint,hx_cough,hx_dyspnoea,hx_dyspnoea_fq,hx_skin,hx_weightloss,hx_tkfvr,hx_epistaxis,hx_seizure,dog_dewrmed,dw_last,dw_type,dw_drug,dw_fq,dog_tkrx,tk_last,tk_fq,tk_roa,tk_topical,tk_systemic,tk_drug,tk_proper,tk_fqproper,tk_properlast,tk_anyproper,dog_condition,dog_bcs,dog_temp,cs_pyrexia,cs_eyes,cs_eyes_data,cs_ears,cs_ears_data,cs_nares,cs_nares_data,cs_mucsmem,cs_ln,cs_neuro,cs_breath,cs_urt,cs_sphep,cs_vomitdia,cs_appetite,cs_ascites,sk_nodules,sk_growths,sk_erythema,sk_pruritis,sk_hyperpig,sk_thick,sk_alopecia,sk_subcut,sk_dx,sk_magwound,sk_tick,sk_flea,sk_lice,sk_ecto,sk_wound,dog_zone2
K016,0,0,0,0,0,0,0,0,None,16-Apr-20,sri_laanka,80.599561400,7.267343700,"Government Veterinary Hospital, Gatambe",139.4333329,714,2,107.2,139.4333329,21.7,33.1,27.4,94.1,67.1,12,25.68,0,1,1,2,local,36,4,1,0,0,0,0,0,0,0,0,0,0,1,17.14285714,1,8,3,na,na,na,na,na,na,na,0,0,0,0,3,3,na,na,0,na,0,na,0,na,3,0,0,0,0,na,0,0,0,0,0,0,0,0,normal,0,0,0,0,1,0,0,1,0,1
K017,0,0,0,0,0,0,0,0,None,23-Apr-20,sri_laanka,80.599561400,7.267343700,"Government Veterinary Hospital, Gatambe",139.4333329,714,2,107.2,139.4333329,21.7,33.1,27.4,94.1,67.1,12,25.68,0,1,1,2,local,72,4,1,0,0,0,0,0,0,0,0,0,0,1,dn,1,1,dn,0,na,na,na,na,na,na,0,0,0,0,4,4,na,na,0,na,0,na,0,na,1,0,0,0,1,na,na,na,0,0,0,0,0,0,unknwn,na,0,1,1,1,1,0,1,1,1
K018,0,0,0,1,0,0,1,1,G,24-Apr-20,sri_laanka,80.599561400,7.267343700,"Government Veterinary Hospital, Gatambe",139.4333329,714,2,107.2,139.4333329,21.7,33.1,27.4,94.1,67.1,12,25.68,0,1,1,2,local,84,5,1,1,na,0,0,0,1,na,0,0,0,0,na,na,na,na,0,na,na,na,na,na,na,0,0,0,0,3,4,na,na,0,na,1,Aural haematoma,0,na,3,0,0,0,0,na,na,na,0,0,0,0,0,0,normal,0,0,0,0,na,na,na,0,0,1
K019,0,0,0,0,0,0,0,0,None,24-Apr-20,sri_laanka,80.599561400,7.267343700,"Government Veterinary Hospital, Gatambe",139.4333329,714,2,107.2,139.4333329,21.7,33.1,27.4,94.1,67.1,12,25.68,0,1,1,2,local,6,2,1,0,0,0,0,0,0,0,0,0,0,1,dn,1,2,dn,0,na,na,na,na,na,na,0,0,0,0,3,3,na,na,0,na,0,na,0,na,3,0,0,1,0,na,na,na,0,0,0,0,0,0,normal,0,0,0,0,0,0,0,0,0,1
K020,0,0,0,0,0,0,0,0,None,29-Apr-20,sri_laanka,80.599561400,7.267343700,"Government Veterinary Hospital, Gatambe",139.4333329,714,2,107.2,139.4333329,21.7,33.1,27.4,94.1,67.1,12,25.68,0,1,1,1,rot,60,4,1,0,0,0,0,0,0,0,0,0,0,1,dn,1,1,2,0,na,na,na,na,na,na,0,0,0,0,3,4,na,na,0,na,0,na,0,na,3,1,0,0,0,na,na,na,0,0,1,0,0,0,normal,0,0,1,1,0,0,0,0,1,1
K021,0,0,0,0,0,0,0,0,None,29-Apr-20,sri_laanka,80.599561400,7.267343700,"Government Veterinary Hospital, Gatambe",139.4333329,714,2,107.2,139.4333329,21.7,33.1,27.4,94.1,67.1,12,25.68,0,1,1,2,local,7,2,0,0,0,0,0,0,0,0,0,0,0,0,na,na,na,na,0,na,na,na,na,na,na,0,0,0,0,3,3,na,na,0,na,0,na,0,na,3,0,0,0,0,na,0,0,0,0,0,0,0,0,normal,0,0,0,0,0,1,0,1,0,1
K022,0,0,0,1,0,0,1,1,G,29-Apr-20,sri_laanka,80.599561400,7.267343700,"Government Veterinary Hospital, Gatambe",139.4333329,714,2,107.2,139.4333329,21.7,33.1,27.4,94.1,67.1,12,25.68,0,1,1,2,local,72,4,0,0,0,0,0,0,0,0,0,0,0,na,na,na,na,na,1,dn,6,1,shampoo,na,6,0,1,0,1,3,4,na,na,0,na,0,na,0,na,3,0,0,0,0,na,0,0,0,0,0,0,0,0,normal,0,0,0,0,0,1,0,1,0,1
K023,0,0,0,0,0,0,0,0,None,29-Apr-20,sri_laanka,80.599561400,7.267343700,"Government Veterinary Hospital, Gatambe",139.4333329,714,2,107.2,139.4333329,21.7,33.1,27.4,94.1,67.1,12,25.68,0,1,1,2,local,7,2,0,0,0,0,0,0,0,0,0,0,0,1,12.85714286,1,1,dn,1,dn,6,1,shampoo,na,dn,1,1,0,1,3,3,na,na,0,na,0,na,0,na,3,0,0,0,0,na,na,na,0,0,0,0,0,0,normal,0,0,0,0,0,0,0,0,0,1
K024,0,0,0,0,0,0,0,0,None,29-Apr-20,sri_laanka,80.599561400,7.267343700,"Government Veterinary Hospital, Gatambe",139.4333329,714,2,107.2,139.4333329,21.7,33.1,27.4,94.1,67.1,12,25.68,0,1,1,2,local,7,2,0,0,0,0,0,0,0,0,0,0,0,0,na,na,na,na,1,dn,dn,1,solution,na,6,0,0,0,0,3,3,na,na,0,na,0,na,0,na,1,0,0,0,0,na,na,na,0,0,0,0,0,0,normal,0,0,0,0,0,0,0,0,0,1
K025,0,0,0,0,0,0,0,0,None,29-Apr-20,sri_laanka,80.599561400,7.267343700,"Government Veterinary Hospital, Gatambe",139.4333329,714,2,107.2,139.4333329,21.7,33.1,27.4,94.1,67.1,12,25.68,0,1,1,2,local,5,1,0,0,0,0,0,0,0,0,0,0,0,0,na,na,na,na,0,na,na,na,na,na,na,0,0,0,0,2,3,na,na,0,na,0,na,0,na,3,0,0,0,0,na,na,na,0,0,0,0,0,0,normal,0,0,0,0,0,0,0,0,0,1
K026,0,0,0,0,0,0,0,0,None,29-Apr-20,sri_laanka,80.599561400,7.267343700,"Government Veterinary Hospital, Gatambe",139.4333329,714,2,107.2,139.4333329,21.7,33.1,27.4,94.1,67.1,12,25.68,0,1,1,2,local,10,2,0,0,0,0,0,0,0,0,0,0,0,1,dn,1,8,dn,0,na,na,na,na,na,na,0,0,0,0,3,3,na,na,0,na,0,na,0,na,3,0,0,0,0,na,na,na,0,0,0,0,0,0,normal,0,0,0,0,0,0,0,0,0,1
K027,0,0,0,0,0,0,0,0,None,29-Apr-20,sri_laanka,80.599561400,7.267343700,"Government Veterinary Hospital, Gatambe",139.4333329,714,2,107.2,139.4333329,21.7,33.1,27.4,94.1,67.1,12,25.68,0,1,1,2,local,7,2,0,0,0,0,0,0,0,0,0,0,0,0,na,na,na,na,0,na,na,na,na,na,na,0,0,0,0,3,3,na,na,0,na,0,na,0,na,3,0,0,0,0,na,0,0,na,0,0,0,0,0,normal,0,0,0,0,0,1,0,1,0,1
K028,0,1,0,0,0,1,2,1,MH,29-Apr-20,sri_laanka,80.599561400,7.267343700,"Government Veterinary Hospital, Gatambe",139.4333329,714,2,107.2,139.4333329,21.7,33.1,27.4,94.1,67.1,12,25.68,0,1,1,2,local,24,3,1,0,0,0,0,0,0,0,na,0,0,0,na,na,na,na,0,na,na,na,na,na,na,0,0,0,0,2,3,na,na,0,na,1,suppurative otitis bilateral otitis externa,0,na,3,1,0,0,0,na,na,na,1,0,0,0,0,0,normal,0,0,0,0,1,1,0,1,0,1
K029,0,0,0,0,0,0,0,0,None,29-Apr-20,sri_laanka,80.599561400,7.267343700,"Government Veterinary Hospital, Gatambe",139.4333329,714,2,107.2,139.4333329,21.7,33.1,27.4,94.1,67.1,12,25.68,0,1,1,1,rb,73,5,0,0,0,0,0,0,0,na,0,0,0,1,dn,1,1,dn,0,na,na,na,na,na,na,0,0,0,0,3,3,na,na,0,na,0,na,0,na,3,0,0,0,0,na,na,na,0,0,0,0,0,0,normal,0,0,0,0,0,0,0,0,0,1
K030,0,0,0,0,0,0,0,0,None,29-Apr-20,sri_laanka,80.599561400,7.267343700,"Government Veterinary Hospital, Gatambe",139.4333329,714,2,107.2,139.4333329,21.7,33.1,27.4,94.1,67.1,12,25.68,0,1,1,4,localxexotic,30,4,1,0,0,0,0,0,0,0,0,0,0,1,dn,1,1,dn,1,dn,dn,2,na,oral,3,0,0,0,0,3,4,na,na,0,na,0,na,0,na,3,0,0,0,0,na,na,na,0,0,0,0,0,0,normal,0,0,1,0,0,0,0,0,0,1
K031,0,0,0,0,0,0,0,0,None,30-Apr-20,sri_laanka,80.599561400,7.267343700,"Government Veterinary Hospital, Gatambe",139.4333329,714,2,107.2,139.4333329,21.7,33.1,27.4,94.1,67.1,12,25.68,0,1,1,2,local,6,2,0,0,0,0,0,0,0,0,0,0,0,1,dn,1,8,dn,0,na,na,na,na,na,na,0,0,0,0,3,3,na,na,0,na,0,na,na,na,3,0,0,0,0,na,0,0,0,0,0,0,0,0,normal,0,0,0,0,0,0,0,0,0,1
K032,0,0,0,0,0,0,0,0,None,30-Apr-20,sri_laanka,80.599561400,7.267343700,"Government Veterinary Hospital, Gatambe",139.4333329,714,2,107.2,139.4333329,21.7,33.1,27.4,94.1,67.1,12,25.68,0,1,1,2,local,15,3,0,0,0,0,0,0,0,0,0,0,0,0,na,na,na,na,0,na,na,na,na,na,na,0,0,0,0,2,3,na,na,0,na,0,na,0,na,1,0,0,0,0,na,0,0,0,0,0,0,0,0,normal,0,0,na,0,1,0,0,1,0,1
K033,0,0,0,1,0,1,2,1,GH,30-Apr-20,sri_laanka,80.599561400,7.267343700,"Government Veterinary Hospital, Gatambe",139.4333329,714,2,107.2,139.4333329,21.7,33.1,27.4,94.1,67.1,12,25.68,0,1,1,1,pom,36,4,0,0,na,na,na,0,na,na,na,na,na,0,na,na,na,na,0,na,na,na,na,na,na,0,0,0,0,1,2,na,na,0,na,1,otitis externa,0,na,1,0,0,0,0,na,na,na,0,0,0,1,1,0,normal,0,0,1,1,0,1,0,1,1,1
K034,0,0,0,0,0,0,0,0,None,30-Apr-20,sri_laanka,80.599561400,7.267343700,"Government Veterinary Hospital, Gatambe",139.4333329,714,2,107.2,139.4333329,21.7,33.1,27.4,94.1,67.1,12,25.68,0,1,1,2,local,9,2,0,0,0,0,0,0,0,0,0,0,0,0,na,na,na,na,1,dn,dn,1,powder,na,5,0,0,0,0,2,3,na,na,0,na,0,na,0,na,3,0,0,0,0,na,na,na,0,0,0,0,0,0,normal,0,0,0,0,0,0,0,0,0,1
K035,0,1,0,1,0,0,2,1,MG,30-Apr-20,sri_laanka,80.599561400,7.267343700,"Government Veterinary Hospital, Gatambe",139.4333329,714,2,107.2,139.4333329,21.7,33.1,27.4,94.1,67.1,12,25.68,0,1,1,2,local,48,4,1,0,0,na,0,0,0,na,0,0,0,1,dn,1,8,dn,1,dn,dn,2,na,oral,3,0,0,0,0,2,3,na,na,0,na,0,na,0,na,3,0,0,0,0,na,na,na,0,0,0,0,0,0,normal,0,0,0,0,0,0,0,0,0,1
K036,0,0,0,0,0,0,0,0,None,30-Apr-20,sri_laanka,80.599561400,7.267343700,"Government Veterinary Hospital, Gatambe",139.4333329,714,2,107.2,139.4333329,21.7,33.1,27.4,94.1,67.1,12,25.68,0,1,1,2,local,18,3,0,0,0,0,0,0,0,0,0,0,0,na,na,na,na,na,na,na,na,na,na,na,na,0,0,0,0,3,4,na,na,0,na,0,na,0,na,3,0,0,0,0,na,na,1,0,0,0,0,0,0,normal,0,0,0,0,0,0,0,0,0,1
K037,0,0,0,0,0,0,0,0,None,30-Apr-20,sri_laanka,80.599561400,7.267343700,"Government Veterinary Hospital, Gatambe",139.4333329,714,2,107.2,139.4333329,21.7,33.1,27.4,94.1,67.1,12,25.68,0,1,1,4,localxexotic,204,6,1,0,na,na,na,0,na,na,na,na,na,0,na,na,na,na,0,na,na,na,na,na,na,0,0,0,0,2,3,na,na,1,cataract in right eye. Left eye absent. Blind ,1,maggot infested wound,0,na,1,1,0,0,0,na,na,na,0,0,0,1,0,0,normal,0,0,1,0,0,1,0,1,0,1
K038,0,0,0,0,0,0,0,0,None,30-Apr-20,sri_laanka,80.599561400,7.267343700,"Government Veterinary Hospital, Gatambe",139.4333329,714,2,107.2,139.4333329,21.7,33.1,27.4,94.1,67.1,12,25.68,0,1,1,2,local,5,1,1,0,0,0,0,0,0,0,0,0,0,0,na,na,na,na,0,na,na,na,na,na,na,0,0,0,0,2,2,na,na,0,na,0,na,0,na,1,0,0,0,0,na,1,1,0,0,0,0,0,0,normal,0,0,0,0,1,1,0,1,0,1
K039,0,0,0,1,0,0,1,1,G,30-Apr-20,sri_laanka,80.599561400,7.267343700,"Government Veterinary Hospital, Gatambe",139.4333329,714,2,107.2,139.4333329,21.7,33.1,27.4,94.1,67.1,12,25.68,0,1,1,2,local,12,2,0,1,0,0,0,0,0,0,0,0,0,1,dn,1,8,dn,0,na,na,na,na,na,na,0,0,0,0,3,3,na,na,0,na,0,na,0,na,3,0,0,0,0,na,na,na,0,0,0,0,0,0,normal,0,0,0,0,1,0,0,1,0,1
K040,0,0,0,1,0,0,1,1,G,30-Apr-20,sri_laanka,80.599561400,7.267343700,"Government Veterinary Hospital, Gatambe",139.4333329,714,2,107.2,139.4333329,21.7,33.1,27.4,94.1,67.1,12,25.68,0,1,1,1,gs,4,1,0,0,0,0,0,0,0,0,0,0,0,1,dn,1,8,dn,1,dn,dn,1,powder,na,5,0,0,0,0,3,3,40,1,0,na,0,na,0,na,1,0,0,0,0,na,na,1,0,0,0,0,0,0,normal,0,0,0,0,0,0,0,0,0,1
K041,0,1,0,1,0,0,2,1,MG,4-May-20,sri_laanka,80.599561400,7.267343700,"Government Veterinary Hospital, Gatambe",313.9333315,714,2,316.3,313.9333315,22.8,30.7,26.75,93.6,78,17,25.69,0,1,1,2,local,24,3,0,1,0,0,0,0,0,0,0,0,0,1,dn,1,8,dn,na,na,na,na,na,na,na,0,0,0,0,2,3,38.9,3,0,na,0,na,0,na,3,0,0,0,0,na,na,na,0,0,0,1,0,0,normal,0,0,1,0,0,1,0,1,0,1
K042,0,1,0,0,0,0,1,1,M,4-May-20,sri_laanka,80.599561400,7.267343700,"Government Veterinary Hospital, Gatambe",313.9333315,714,2,316.3,313.9333315,22.8,30.7,26.75,93.6,78,17,25.69,0,1,1,2,local,60,4,1,0,0,na,0,0,0,na,0,0,0,1,6,dn,8,4,na,na,na,na,na,na,na,0,0,0,0,2,3,na,na,0,na,0,na,0,na,3,0,0,0,0,na,na,na,0,0,0,0,0,0,normal,0,0,0,0,0,1,0,1,0,1
K043,0,0,0,0,0,0,0,0,None,4-May-20,sri_laanka,80.599561400,7.267343700,"Government Veterinary Hospital, Gatambe",313.9333315,714,2,316.3,313.9333315,22.8,30.7,26.75,93.6,78,17,25.69,0,1,1,1,rot,5,1,1,0,0,0,0,0,0,0,0,0,0,1,dn,1,1,2,1,dn,dn,dn,na,na,dn,0,0,0,0,3,4,na,na,0,na,0,na,0,na,3,0,0,0,0,na,na,na,0,0,0,0,0,0,normal,0,0,0,0,0,1,0,1,0,1
K044,0,0,0,0,0,0,0,0,None,4-May-20,sri_laanka,80.599561400,7.267343700,"Government Veterinary Hospital, Gatambe",313.9333315,714,2,316.3,313.9333315,22.8,30.7,26.75,93.6,78,17,25.69,0,1,1,2,local,3,1,1,0,0,0,0,0,0,0,0,0,0,1,dn,1,8,dn,1,dn,6,1,powder,na,5,1,1,0,1,2,3,na,na,0,na,0,na,0,na,1,0,0,0,0,na,1,1,0,0,0,0,0,0,normal,0,0,0,0,0,0,0,0,0,1
K045,0,0,0,0,0,0,0,0,None,4-May-20,sri_laanka,80.599561400,7.267343700,"Government Veterinary Hospital, Gatambe",313.9333315,714,2,316.3,313.9333315,22.8,30.7,26.75,93.6,78,17,25.69,0,1,1,2,local,132,5,1,0,na,na,na,0,na,na,na,na,na,1,12.85714286,1,8,3,0,na,na,na,na,na,na,0,0,0,0,2,3,na,na,0,na,0,na,0,na,1,0,na,0,0,na,na,na,0,0,0,1,0,0,normal,1,0,1,0,1,1,0,1,0,1
K046,0,0,1,0,0,0,1,1,E,4-May-20,sri_laanka,80.599561400,7.267343700,"Government Veterinary Hospital, Gatambe",313.9333315,714,2,316.3,313.9333315,22.8,30.7,26.75,93.6,78,17,25.69,0,1,1,1,gs,132,5,0,0,0,0,0,0,0,0,0,0,0,na,na,na,na,na,0,na,na,na,na,na,na,0,0,0,0,1,1,na,2,0,na,0,na,0,na,1,0,1,1,0,na,na,na,0,0,0,1,0,0,normal,1,0,1,0,0,1,0,1,0,1
K047,0,0,0,0,0,0,0,0,None,4-May-20,sri_laanka,80.599561400,7.267343700,"Government Veterinary Hospital, Gatambe",313.9333315,714,2,316.3,313.9333315,22.8,30.7,26.75,93.6,78,17,25.69,0,1,1,2,local,78,5,0,1,0,0,0,0,0,0,0,0,0,0,na,na,na,na,0,na,na,na,na,na,na,0,0,0,0,3,4,40.6,1,0,na,0,na,0,na,1,0,0,0,0,na,na,1,0,0,0,0,0,0,normal,0,0,1,0,1,1,0,1,0,1
K048,0,1,0,1,0,1,3,1,MGH,4-May-20,sri_laanka,80.599561400,7.267343700,"Government Veterinary Hospital, Gatambe",313.9333315,714,2,316.3,313.9333315,22.8,30.7,26.75,93.6,78,17,25.69,0,1,1,1,gs,36,4,1,0,0,0,0,0,0,0,0,0,0,1,dn,2,3,dn,1,dn,dn,2,na,inject,2,0,0,0,0,2,3,na,na,0,na,0,na,0,na,3,0,0,0,0,na,na,na,0,0,0,1,0,0,normal,1,0,1,0,0,1,0,1,0,1
K049,0,0,0,0,0,0,0,0,None,5-May-20,sri_laanka,80.599561400,7.267343700,"Government Veterinary Hospital, Gatambe",313.9333315,714,2,316.3,313.9333315,22.8,30.7,26.75,93.6,78,17,25.69,0,1,1,2,local,8,2,0,0,0,0,0,0,0,0,0,0,0,0,na,na,na,na,0,na,na,na,na,na,na,0,0,0,0,3,3,na,na,0,na,0,na,0,na,3,0,0,0,0,na,0,0,0,0,0,0,0,0,normal,0,0,0,0,1,0,0,1,0,1
K050,0,0,0,1,0,0,1,1,G,5-May-20,sri_laanka,80.599561400,7.267343700,"Government Veterinary Hospital, Gatambe",313.9333315,714,2,316.3,313.9333315,22.8,30.7,26.75,93.6,78,17,25.69,0,1,1,2,local,84,5,0,1,0,na,0,0,0,na,0,0,0,1,4.285714286,1,2,dn,na,na,na,na,na,na,na,0,0,0,0,2,4,na,na,0,na,0,na,0,na,3,0,0,0,0,na,na,na,0,0,1,0,0,0,normal,0,0,1,0,1,1,0,1,0,1
K051,0,0,0,1,0,0,1,1,G,5-May-20,sri_laanka,80.599561400,7.267343700,"Government Veterinary Hospital, Gatambe",313.9333315,714,2,316.3,313.9333315,22.8,30.7,26.75,93.6,78,17,25.69,0,1,1,2,local,unknwn,na,0,0,na,na,na,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,0,0,0,3,3,na,na,0,na,0,na,0,na,3,0,0,0,0,na,0,0,0,0,0,0,0,0,normal,0,0,0,0,0,0,0,0,0,1
K052,0,0,0,0,0,0,0,0,None,5-May-20,sri_laanka,80.599561400,7.267343700,"Government Veterinary Hospital, Gatambe",313.9333315,714,2,316.3,313.9333315,22.8,30.7,26.75,93.6,78,17,25.69,0,1,1,2,local,96,5,0,1,na,na,na,0,na,na,0,0,0,1,dn,2,3,dn,1,dn,dn,2,na,inject,2,0,0,0,0,3,4,na,na,0,na,0,na,0,na,3,0,0,0,0,na,na,na,0,0,0,0,0,0,normal,0,0,0,0,1,0,0,1,0,1
K053,0,0,0,0,0,0,0,0,None,5-May-20,sri_laanka,80.599561400,7.267343700,"Government Veterinary Hospital, Gatambe",313.9333315,714,2,316.3,313.9333315,22.8,30.7,26.75,93.6,78,17,25.69,0,1,1,2,local,12,2,1,0,0,0,0,0,0,0,0,0,0,0,na,na,na,na,1,dn,dn,1,solution,na,6,0,0,0,0,3,3,na,na,0,na,0,na,0,na,3,0,0,0,0,na,1,na,0,0,0,0,0,0,normal,0,0,0,0,0,0,0,0,0,1
K054,0,0,0,0,0,0,0,0,None,5-May-20,sri_laanka,80.599561400,7.267343700,"Government Veterinary Hospital, Gatambe",313.9333315,714,2,316.3,313.9333315,22.8,30.7,26.75,93.6,78,17,25.69,0,1,1,2,local,48,4,0,0,0,0,0,0,0,0,0,0,0,1,51.42857143,1,8,dn,1,dn,dn,1,powder,na,dn,0,0,0,0,3,4,na,na,0,na,0,na,0,na,3,0,0,0,0,na,0,0,0,0,0,0,0,0,normal,0,0,0,0,0,0,0,0,0,1
K055,0,0,0,0,0,0,0,0,None,5-May-20,sri_laanka,80.599561400,7.267343700,"Government Veterinary Hospital, Gatambe",313.9333315,714,2,316.3,313.9333315,22.8,30.7,26.75,93.6,78,17,25.69,0,1,1,2,local,4,1,0,0,0,0,0,0,0,0,0,0,0,1,4.285714286,1,1,dn,0,na,na,na,na,na,na,0,0,0,0,4,3,na,na,0,na,0,na,0,na,3,0,0,0,0,na,na,na,0,0,0,0,0,0,normal,0,0,0,0,0,0,0,0,0,1
K056,0,0,0,0,0,0,0,0,None,5-May-20,sri_laanka,80.599561400,7.267343700,"Government Veterinary Hospital, Gatambe",313.9333315,714,2,316.3,313.9333315,22.8,30.7,26.75,93.6,78,17,25.69,0,1,1,1,gr,12,2,1,0,0,0,0,0,0,0,0,0,0,1,4.285714286,1,1,dn,1,1,dn,2,na,oral,3,0,0,1,1,3,3,na,na,0,na,0,na,0,na,3,0,0,0,0,na,na,na,0,0,0,0,0,0,normal,0,0,0,0,0,0,0,0,0,1
K057,0,1,0,1,0,0,2,1,MG,5-May-20,sri_laanka,80.599561400,7.267343700,"Government Veterinary Hospital, Gatambe",313.9333315,714,2,316.3,313.9333315,22.8,30.7,26.75,93.6,78,17,25.69,0,1,1,2,local,120,5,1,0,na,na,na,0,1,na,na,na,na,0,na,na,na,na,0,na,na,na,na,na,na,0,0,0,0,2,3,na,na,0,na,0,na,0,na,3,0,0,0,0,na,na,na,0,0,0,1,1,1,normal,1,0,1,1,1,1,0,1,1,1
K058,0,0,0,0,0,0,0,0,None,5-May-20,sri_laanka,80.599561400,7.267343700,"Government Veterinary Hospital, Gatambe",313.9333315,714,2,316.3,313.9333315,22.8,30.7,26.75,93.6,78,17,25.69,0,1,1,2,local,96,5,1,0,0,0,0,0,0,0,0,0,1,1,8.571428571,1,8,dn,1,dn,dn,dn,na,na,dn,0,0,0,0,2,3,na,na,0,na,0,na,0,na,3,0,0,0,0,na,na,na,0,0,0,0,0,0,normal,0,0,0,0,0,0,0,0,0,1
K059,0,0,0,0,0,0,0,0,None,5-May-20,sri_laanka,80.599561400,7.267343700,"Government Veterinary Hospital, Gatambe",313.9333315,714,2,316.3,313.9333315,22.8,30.7,26.75,93.6,78,17,25.69,0,1,1,2,local,18,3,0,1,0,0,0,0,0,0,0,0,0,0,na,na,na,na,1,dn,5,1,powder,na,5,1,0,0,0,2,3,na,na,0,na,0,na,0,na,3,0,0,0,0,na,na,na,0,0,0,0,0,0,normal,0,0,0,0,0,0,0,0,0,1
K060,0,0,0,0,0,0,0,0,None,5-May-20,sri_laanka,80.599561400,7.267343700,"Government Veterinary Hospital, Gatambe",313.9333315,714,2,316.3,313.9333315,22.8,30.7,26.75,93.6,78,17,25.69,0,1,1,2,local,60,4,0,0,0,0,0,0,0,0,0,0,0,0,na,na,na,na,1,dn,dn,1,powder,na,dn,0,0,0,0,2,3,na,na,1,purulent (abscess) lesion on the left palpebrae/ eyelid,0,na,0,na,3,0,0,0,0,na,na,na,0,0,0,0,0,0,normal,0,0,0,0,1,0,0,1,0,1
K061,0,0,0,0,0,0,0,0,None,6-May-20,sri_laanka,80.599561400,7.267343700,"Government Veterinary Hospital, Gatambe",313.9333315,714,2,316.3,313.9333315,22.8,30.7,26.75,93.6,78,17,25.69,0,1,1,2,local,24,3,0,0,0,na,0,0,na,na,na,na,na,0,na,na,na,na,0,na,na,na,na,na,na,0,0,0,0,2,3,na,na,0,na,0,na,0,na,1,0,0,0,0,na,0,0,0,0,0,0,0,0,normal,0,0,0,0,0,0,0,0,0,1
K062,0,0,0,0,0,0,0,0,None,6-May-20,sri_laanka,80.599561400,7.267343700,"Government Veterinary Hospital, Gatambe",313.9333315,714,2,316.3,313.9333315,22.8,30.7,26.75,93.6,78,17,25.69,0,1,1,2,local,156,6,1,0,na,na,na,0,1,na,0,0,0,1,dn,dn,8,dn,0,na,na,na,na,na,na,0,0,0,0,2,3,na,na,0,na,0,na,0,na,1,0,0,0,0,na,na,na,0,0,0,0,0,0,normal,0,0,0,0,0,0,0,0,0,1
K063,0,0,0,1,0,1,2,1,GH,6-May-20,sri_laanka,80.599561400,7.267343700,"Government Veterinary Hospital, Gatambe",313.9333315,714,2,316.3,313.9333315,22.8,30.7,26.75,93.6,78,17,25.69,0,1,1,2,local,84,5,1,0,na,na,na,0,na,na,na,na,na,0,na,na,na,na,1,dn,6,1,shampoo,na,6,0,1,0,1,3,3,na,na,0,na,0,na,0,na,3,0,0,0,0,na,na,na,0,0,0,0,0,0,normal,0,0,0,0,0,1,0,1,0,1
K064,0,0,0,0,0,0,0,0,None,6-May-20,sri_laanka,80.599561400,7.267343700,"Government Veterinary Hospital, Gatambe",313.9333315,714,2,316.3,313.9333315,22.8,30.7,26.75,93.6,78,17,25.69,0,1,1,2,local,9,2,0,0,0,0,0,0,0,0,0,0,0,0,na,na,na,na,0,na,na,na,na,na,na,0,0,0,0,2,3,na,na,0,na,0,na,0,na,3,0,0,0,0,na,na,na,0,0,0,0,0,0,normal,1,0,1,0,0,1,0,1,0,1
K065,0,1,0,0,0,0,1,1,M,6-May-20,sri_laanka,80.599561400,7.267343700,"Government Veterinary Hospital, Gatambe",313.9333315,714,2,316.3,313.9333315,22.8,30.7,26.75,93.6,78,17,25.69,0,1,1,2,local,120,5,1,1,na,na,0,0,na,na,na,0,0,1,8.571428571,dn,8,dn,na,na,na,na,na,na,na,0,0,0,0,3,4,na,na,0,na,0,na,0,na,3,0,0,0,0,na,na,na,0,0,0,0,0,0,normal,0,0,1,0,1,1,0,1,1,1
K066,0,0,0,0,0,0,0,0,None,6-May-20,sri_laanka,80.599561400,7.267343700,"Government Veterinary Hospital, Gatambe",313.9333315,714,2,316.3,313.9333315,22.8,30.7,26.75,93.6,78,17,25.69,0,1,1,1,gs,16,3,1,0,0,0,0,0,0,0,0,0,0,1,12.85714286,dn,1,dn,0,na,na,na,na,na,na,0,0,0,0,2,3,na,na,0,na,0,na,0,na,3,0,0,0,0,na,na,na,0,0,0,0,0,0,normal,0,0,0,0,0,0,0,0,0,1
K067,0,1,0,0,1,0,2,1,MV,6-May-20,sri_laanka,80.599561400,7.267343700,"Government Veterinary Hospital, Gatambe",313.9333315,714,2,316.3,313.9333315,22.8,30.7,26.75,93.6,78,17,25.69,0,1,1,2,local,36,4,1,0,0,0,0,0,0,0,0,0,0,1,21.42857143,1,8,dn,0,na,na,na,na,na,na,0,0,0,0,2,3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,unknwn,na,0,0,0,na,na,na,0,0,1
